id,name,weightClass,wins,losses,draws,height,weight,reach,strikesLandedPerMin,strikingAccuracy,strikesAbsorbedPerMin,strikeDefense,takedownAvgPer15Min,takedownAccuracy,takedownDefense,submissionAvgPer15Min,avgFightTime,KoTkoPercentage,SubmissionPercentage,DecisionPercentage,StrikesByStanding,StrikesByClinching,StrikesByGround,StrikesToHead,StrikesToBody,StrikesToLegs,image
shamil-abdurakhimov,Shamil Abdurakhimov,Heavyweight Division,20,8,0,75,263,76,3.02,44%,101,45,0.14,23%,0.29,55,9:27,45%,20%,35%,67%,24%,9%,59%,19%,22%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ABDURAKHIMOV_SHAMIL_L_02_07.png?itok=PHRwbOwY
daichi-abe,Daichi Abe,Welterweight Division,6,1,0,69,170.5,71.5,4.49,34%,33,0.33,0,50%,0.33,57,15:00,67%,0%,33%,85%,6%,8%,60%,7%,33%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/8c026dcd-60a4-457e-9cb5-b2c20969cd8f%252FDaichi-Abe_635302_LeftFullBodyImage.png?itok=f6zm9swF
papy-abedi,Papy Abedi,Middleweight Division,9,3,0,71,184.5,74,3.15,55%,347,50,1.3,57%,0,49,8:39,56%,22%,22%,37%,35%,28%,43%,47%,9%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/b234b354-8110-42f1-8dc3-e12c64426cce%252FPapy-Abedi_205746_LeftFullBodyImage.png?itok=XVESHvaD
ricardo-abreu,Ricardo Abreu,Middleweight Division,5,1,0,71,183,73,3.98,32%,213,100,0.71,43%,1.42,68,10:33,60%,40%,0%,73%,16%,11%,81%,13%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69075/profile-galery/fullbodyleft-picture/ricardo-abreu_477654_LeftFullBodyImage.png?VersionId=LJuqnesMlT3hQ25Nq21MoDD7Nwj8n7Nn&itok=sYpcOkmI
klidson-abreu,Klidson Abreu,Light Heavyweight Division,15,4,0,74,206,74,2.9,41%,64,80,0,20%,0,56,11:43,27%,67%,7%,90%,10%,0%,40%,21%,40%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68520/profile-galery/fullbodyleft-picture/ABREU_KLIDSON_L.png?VersionId=BbXEo5JsESM5N88Iv2q7TJdUPAz1J.sR&itok=MdvaR564
john-adajar,John Adajar,Welterweight Division,0,1,0,,170,,6.28,53%,0,0,0,0%,0,44,4:37,0%,0%,0%,94%,6%,0%,61%,28%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-06/7ab235cd-13bf-4085-b532-1a8138a573ff%252FADAJAR_JOHN_L.png?itok=lbIGsqFs
tenk-ebbott,Scott Adams,Heavyweight Division,6,0,0,72,225,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
anthony-adams,Anthony Adams,Middleweight Division,8,2,0,73,184.5,76.5,5.93,42%,0,0,0,0%,0,44,15:00,0%,0%,0%,88%,12%,0%,39%,31%,31%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/ed39dee9-3044-4ad1-a217-4587a85234b6%252FADAMS_ANTHONY_L_CS.png?itok=YsJQaONr
juan-adams,Juan Adams,Heavyweight Division,5,3,0,77,266,80,4.06,56%,91,57,0,67%,0,35,6:36,100%,0%,0%,48%,22%,30%,82%,14%,4%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69687/profile-galery/fullbodyleft-picture/ADAMS_JUAN_L.png?VersionId=a1XiJQRN_l1IA0G0dW5ccZhOzl6Gnxml&itok=v6eIBd8F
zarrukh-adashev,Zarrukh Adashev,Flyweight Division,4,4,0,65,125.5,65,3.04,40%,0,100,0.48,0%,0,65,7:53,50%,0%,50%,93%,5%,2%,66%,14%,20%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/71630%252Fprofile-galery%252Ffullbodyleft-picture%252FADASHEV_ZARRUKH_L_05-08.png?itok=z73fLVWJ
israel-adesanya,Israel Adesanya,Middleweight Division,24,5,0,76,185,80,3.2,48%,5,77,0.14,11%,0.62,56,17:35,67%,0%,33%,92%,5%,3%,49%,21%,30%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/ADESANYA_ISRAEL_L_02-01.png?itok=uHEBSpXh
sam-adkins,Sam Adkins,Light Heavyweight Division,0,0,0,72,205,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
nick-agallar,Nick Agallar,Lightweight Division,12,3,0,67,155,,4.56,12%,0,0,0,0%,0,42,7:14,0%,0%,0%,80%,20%,0%,40%,0%,60%,
mariya-agapova,Mariya Agapova,Women's Flyweight Division,10,5,0,66,125,68.5,3.62,55%,55,45,0.83,67%,0.55,52,7:47,30%,50%,20%,68%,16%,17%,63%,28%,9%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/8d8cdf5b-a8fc-4d06-8658-a1780c10f239%252FAGAPOVA_MARIYA_L_03-05.png?itok=fBYc7s6n
fabio-agu,Fabio Agu,Middleweight Division,0,0,0,,,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
marcello-aguiar,Marcello Aguiar,Welterweight Division,0,0,0,72,200,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
jessica-aguilar,Jessica Aguilar,Women's Strawweight Division,20,8,0,63,115.3,63,7.19,51%,94,50,0.24,25%,0,54,12:44,15%,35%,50%,62%,31%,8%,54%,28%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Jessica_Aguilar/AGUILAR_JESSICA_L.png?VersionId=u4Bhw7DC8WEfwM7pt2FUHKOw2N_JjbnF&itok=ItyRT9CR
jesus-aguilar,Jesus Aguilar,Flyweight Division,11,3,0,64,125.5,62.5,1.1,46%,183,40,1.83,35%,0.3,59,8:12,9%,64%,27%,67%,11%,22%,69%,13%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-08/AGUILLAR_JESUS_L.png?itok=j68Lc9Yx
kevin-aguilar,Kevin Aguilar,Featherweight Division,17,5,0,67,145,72,4.81,40%,16,79,0,17%,0.32,52,13:20,53%,12%,35%,87%,8%,5%,61%,34%,5%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/71419%252Fprofile-galery%252Ffullbodyleft-picture%252FAGUILAR_KEVIN_L_05-15.png?itok=_B7XXhl3
christian-aguilera,Christian Aguilera,Welterweight Division,14,8,0,69,170.5,72,4.04,38%,0,60,0,0%,0,49,3:33,73%,0%,27%,100%,0%,0%,59%,11%,30%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-05/71629%252Fprofile-galery%252Ffullbodyleft-picture%252FAGUILERA_CHRISTIAN_L_05-08.png?itok=GaMeVlD5
nick-aguirre,Nick Aguirre,Bantamweight Division,7,2,0,69,136,74,2.89,34%,116,33,0.58,20%,0,46,12:59,43%,57%,0%,95%,5%,0%,95%,5%,0%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-01/AGUIRRE_NICK_L_01-14.png?itok=15euILkm
ashiek-ajim,Ashiek Ajim,Bantamweight Division,0,1,0,,135.5,,11.25,40%,0,0,0,0%,0,25,0:48,0%,0%,0%,100%,0%,0%,50%,0%,50%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/AJIM_ASHIEK_L.png?itok=fRfeWvps
omari-akhmedov,Omari Akhmedov,Middleweight Division,21,6,1,72,185.5,73,2.84,34%,258,66,0.25,46%,0.17,56,12:01,33%,29%,38%,73%,12%,15%,72%,17%,12%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-07/68949%252Fprofile-galery%252Ffullbodyleft-picture%252FAKHMEDOV_OMARI_L_07-10.png?itok=IW2Uv0ij
yoshihiro-akiyama,Yoshihiro Akiyama,Welterweight Division,15,6,0,70,170,73.5,3.62,42%,229,93,1,68%,0.4,58,6:50,0%,0%,0%,68%,6%,26%,80%,6%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69542/profile-galery/fullbodyleft-picture/Yoshihiro-Akiyama_1044_LeftFullBodyImage.png?VersionId=RUae1jr6ZXoXCdoQQf6Q611OPR_c96l0&itok=YPlEA-PE
rostam-akman,Rostem Akman,Welterweight Division,0,2,0,70,171,72,3.97,26%,100,88,0,40%,0,58,15:00,83%,17%,0%,78%,22%,0%,70%,22%,7%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/71542/profile-galery/fullbodyleft-picture/AKMAN_ROSTAM_L.png?VersionId=s0Xyj_DSjzTjrVVAvaeImvkXyz9WVs3Z&itok=eYq0nlKi
mostapha-al-turk,Mostapha Al Turk,Heavyweight Division,6,6,0,74,235,,3.61,19%,0,0,0,0%,0,53,7:34,0%,0%,0%,90%,10%,0%,42%,10%,48%,
razak-al-hassan,Razak Al-Hassan,Light Heavyweight Division,7,2,0,74,205,,3.14,39%,65,57,0,14%,0,60,7:38,0%,0%,0%,91%,9%,0%,37%,28%,35%,
ali-alqaisi,Ali Al-Qaisi,Bantamweight Division,8,5,0,68,136,68,1.97,42%,350,60,1,29%,0,56,15:00,13%,50%,38%,86%,12%,1%,55%,14%,32%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/71683%252Fprofile-galery%252Ffullbodyleft-picture%252FALQAISI_ALI_L_08-08.png?itok=vhW4A2xW
abdul-kareem-al-selwady,Abdul-Kareem Al-Selwady,Lightweight Division,15,4,0,68,155,69,3.6,35%,232,20,0,31%,0,59,12:55,53%,13%,33%,95%,5%,0%,56%,16%,28%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/AL-SELWADY_ABDUL-KAREEM_L_03-02.png?itok=gKYxaZvh
herdem-alacabek,Herdem Alacabek,Light Heavyweight Division,0,0,0,74,205,74.5,6.66,66%,206,43,0,50%,0,23,14:34,0%,0%,0%,43%,46%,11%,45%,41%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/10e818b5-0ad1-400e-8f07-91c0717f7a60%252FALACABEK_HERDEM_L.png?itok=TjTh77-L
heili-alateng,Alatengheili,Bantamweight Division,17,9,2,65,135,66.5,4.67,33%,199,75,0,45%,0.14,58,13:13,29%,18%,53%,95%,0%,5%,68%,19%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-04/HEILI_ALATENG_L_09-18.png?itok=2c9SiHA6
amir-albazi,Amir Albazi,Flyweight Division,17,2,0,65,125.5,68,3.71,35%,139,50,0.52,32%,0.35,62,14:25,29%,53%,18%,86%,1%,13%,69%,17%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ALBAZI_AMIR_L_06-03.png?itok=SVW_IOIX
john-albert,John Albert,Bantamweight Division,7,5,0,68,137,,2.82,50%,0,50,6.14,0%,0.68,35,4:24,0%,0%,0%,51%,22%,27%,66%,24%,10%,
junior-albini,Junior Albini,Heavyweight Division,14,6,0,75,266,74,6.08,51%,154,100,0,38%,0.51,52,5:50,43%,43%,14%,78%,19%,3%,60%,23%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/junior_albini/ALBINI_JUNIOR_L.png?VersionId=_pkIrcY5IZrB.DUvzPk7J1daug2p8gSS&itok=p_uWQvTn
wes-albritton,Wes Albritton,Lightweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
alexandra-albu,Alexandra Albu,Women's Strawweight Division,7,2,0,62,116,63,5.56,47%,227,78,0.38,50%,0,39,9:54,57%,29%,14%,59%,32%,9%,72%,24%,4%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67245/profile-galery/fullbodyleft-picture/ALBU_ALEXANDRA_L.png?itok=AhVVNuny
igor-araudzho-1,Ildemar Alcantara,Middleweight Division,21,8,0,74.5,185.5,78,2.63,39%,200,82,0.92,68%,0,50,13:57,48%,29%,24%,69%,18%,13%,56%,33%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/4bf9c4d8-f416-4ac2-9bff-296d52fbf663%252FIldemar-Alcantara_299105_LeftFullBodyImage.png?itok=q3Td4khA
iuri-alcantara,Iuri Alcantara,Bantamweight Division,35,10,0,69,136,71,2.79,46%,144,60,0.84,63%,0.42,49,9:21,0%,0%,0%,63%,9%,28%,65%,27%,8%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68134/profile-galery/fullbodyleft-picture/Iuri-Alcantara_135403_LeftFullBodyImage.png?itok=gDH2vOxJ
alfonso-alcarez,Alfonso Alcarez,Lightweight Division,0,0,0,75,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
hector-aldana,Hector Aldana,Welterweight Division,4,2,0,71,170,72.5,5.08,38%,93,0,0,100%,0,60,10:46,50%,25%,25%,94%,5%,1%,55%,11%,34%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/68080/profile-galery/fullbodyleft-picture/ALDANA_HECTOR_L.png?VersionId=7Y_3Ma4smBzA0_a45Vlw08GDGYXLCaOV&itok=isP-D7kd
gilbert-aldana,Gilbert Aldana,Heavyweight Division,5,0,0,74,251,,6.26,55%,257,33,0,40%,0,26,5:50,0%,0%,0%,18%,56%,26%,71%,18%,12%,
irene-aldana,Irene Aldana,Women's Bantamweight Division,15,8,0,69,136,68.5,6.64,40%,15,78,0.22,50%,0.22,56,14:39,53%,20%,27%,89%,5%,6%,70%,14%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ALDANA_IRENE_L_09-14.png?itok=gD6JxOqG
jose-alday,Jose Alday,Bantamweight Division,0,1,0,67,136,68,3.13,44%,0,57,0,0%,0,59,15:00,0%,0%,0%,94%,6%,0%,45%,40%,15%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-09/68357%252Fprofile-galery%252Ffullbodyright-picture%252FALDAY_JOSE_R.png?itok=MgL7Lt2s
jose-aldo,José Aldo,Bantamweight Division,32,9,0,67,136,70,3.72,47%,49,93,0.14,54%,0.39,61,14:15,53%,3%,44%,87%,4%,9%,66%,20%,14%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ALDO_JOSE_L_10-05.png?itok=_DmAOA_N
jj-aldrich,JJ Aldrich,Women's Flyweight Division,14,7,0,65,126,67.5,4.32,47%,75,68,0,27%,0,61,13:47,21%,0%,79%,79%,12%,9%,82%,13%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/ALDRICH_JJ_L_05-11.png?itok=OB4GYYOC
irina-alekseeva,Irina Alekseeva,Women's Bantamweight Division,5,2,0,68,141,,3.55,43%,87,100,0.87,20%,0.87,49,8:36,20%,40%,40%,92%,5%,3%,45%,14%,41%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-10/ALEKSEEVA_IRINA_L_10-14.png?itok=PgnBo6kT
talita-alencar,Talita Alencar,Women's Strawweight Division,5,1,1,61,123.1,58.5,4.8,28%,200,50,0,14%,0,53,15:00,0%,60%,40%,64%,14%,21%,61%,32%,7%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-04/ALENCAR_TALITA_L_12-09.png?itok=hBgHjcKs
jim-alers,Jim Alers,Featherweight Division,13,3,0,69,145,71,4.38,40%,226,80,0.32,41%,0.32,57,11:38,15%,69%,15%,76%,16%,9%,63%,10%,27%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/edc96865-801b-4923-9ff3-b60d558a4ff9%252FJim-Alers_474973_LeftFullBodyImage.png?itok=U6zF7g4b
john-alessio,John Alessio,Lightweight Division,34,16,0,0,156,,2.91,39%,185,71,1.16,38%,0.12,55,9:59,0%,0%,0%,49%,22%,29%,72%,11%,17%,
lucas-alexander,Lucas Alexander,Featherweight Division,8,5,0,71,148.5,73,2.87,57%,0,60,0,0%,0.54,57,6:59,38%,0%,63%,91%,3%,6%,52%,22%,26%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-11/ALEXANDER_LUCAS_L_11-18.png?itok=1AIEiOIH
marcio-alexandre,Marcio Alexandre,Middleweight Division,13,3,0,73,186,75,2.89,45%,35,67,0.71,20%,0,42,10:34,77%,15%,8%,75%,13%,12%,53%,38%,9%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/6cb91184-7b7e-493e-b40b-d2fd00202e6d%252Fmarcio-alexandre_477645_LeftFullBodyImage.png?itok=wnuTF9Jm
olaf-alfonso,Olaf Alfonso,Welterweight Division,0,0,0,70,170,,4.77,39%,37,22,0.74,7%,0,53,10:10,0%,0%,0%,75%,25%,0%,61%,25%,13%,
bill-algeo,Bill Algeo,Featherweight Division,18,9,0,72,146,73,4.38,52%,103,55,0.11,50%,0.23,47,11:55,24%,41%,35%,81%,10%,8%,59%,23%,18%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/ALGEO_BILL_L_03-30.png?itok=-Ag1yw4n
royce-alger,Royce Alger,Middleweight Division,0,0,0,0,0,,0,0%,0,0,0,0%,0,0,0:00,0%,0%,0%,0%,0%,0%,0%,0%,0%,
abdul-razak-alhassan,Abdul Razak Alhassan,Middleweight Division,12,7,0,70,185.5,73,4.01,50%,84,52,0.17,33%,1.85,55,5:58,100%,0%,0%,68%,16%,16%,78%,11%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/13/ALHASSAN_ABDUL_L_10-12.png?itok=pMXAh20m
amir-aliakbari,Amir Aliakbari,Heavyweight Division,0,0,0,,,,0,0%,0,0,0,0%,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,
sultan-aliev,Sultan Aliev,Welterweight Division,15,3,0,71,170,74.5,2.2,46%,176,100,0,38%,0,57,10:41,71%,0%,29%,62%,22%,17%,85%,12%,3%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2019-04/ALIEV_SULTAN_L.png?VersionId=Jhe1yv6BwPs3HNt_BkPn8KmK0YcURYuW&itok=AZDLdc_V
nurullo-aliev,Nurullo Aliev,Lightweight Division,10,0,0,70,155.5,72,1.07,46%,260,0,0,55%,0,59,11:32,20%,0%,80%,33%,1%,65%,87%,11%,2%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/13/ALIEV_NURULLO_L_01-11.png?itok=x6Ag98Wd
ikram-aliskerov,Ikram Aliskerov,Middleweight Division,15,2,0,72,185,76,7.27,60%,182,3.64,1.82,33%,3.64,36,2:04,40%,33%,27%,97%,3%,0%,64%,33%,3%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-06/ALISKEROV_IKRAM_L_10-21.png?itok=laJ59DYj
leon-aliu,Leon Aliu,Middleweight Division,0,1,0,,186,,10.11,50%,0,0,0,0%,0,38,1:35,0%,0%,0%,70%,30%,0%,10%,40%,50%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ALIU_LEON_L.png?itok=-yDF6cQM
john-allan,John Allan,Light Heavyweight Division,13,7,0,73,205,75,5.74,43%,140,50,0.84,71%,0,52,13:25,69%,23%,8%,85%,7%,8%,61%,18%,21%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-11/69719%252Fprofile-galery%252Ffullbodyleft-picture%252FALLAN_JOHN_L_11-06.png?itok=86srRpi7
arnold-allen,Arnold Allen,Featherweight Division,20,3,0,68,145,70,2.88,42%,93,75,0.34,48%,0.25,62,13:37,35%,20%,45%,90%,4%,6%,73%,20%,8%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ALLEN_ARNOLD_L_07-27.png?itok=yso3XZix
brendan-allen,Brendan Allen,Middleweight Division,24,7,0,74,186,75,3.67,54%,153,57,1.28,38%,0.34,46,10:22,21%,58%,21%,76%,8%,16%,62%,23%,15%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/ALLEN_BRENDAN_L_02-22.png?itok=BAKYWKFV
benny-alloway,Benny Alloway,Welterweight Division,13,6,0,71,170,75,1.9,49%,62,27,0,50%,0.62,59,8:05,46%,31%,23%,65%,16%,19%,58%,26%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/ca0cfe45-c588-4b90-b922-38c93d2c9a4a%252Fben-alloway_290154_RightFullBodyImage.png?itok=WsArOS_U
assu-almabayev,Asu Almabayev,Flyweight Division,21,3,0,64,126,65,1.76,54%,413,67,1.38,43%,0.23,54,13:05,14%,43%,43%,60%,11%,30%,51%,25%,24%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/5/ALMABAYEV_ASU_L_06-15.png?itok=IfIz7Vfp
bekzat-almakhan,Bekzat Almakhan,Bantamweight Division,11,2,0,67,136,68,4.53,19%,0,1,0,0%,1,31,15:00,82%,9%,9%,100%,0%,0%,33%,67%,0%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-03/ALMAKHAN_BEZKAT_L_03-02.png?itok=InguDY6d
ricardo-almeida,Ricardo Almeida,Welterweight Division,13,4,0,72,170,74,1.2,49%,374,31,1.21,38%,0,61,11:25,0%,0%,0%,47%,13%,39%,59%,25%,16%,
thomas-almeida,Thomas Almeida,Bantamweight Division,22,5,0,67,136,70,4.93,44%,17,76,0,14%,0.5,62,9:00,77%,18%,5%,89%,10%,0%,60%,18%,22%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-10/69367%252Fprofile-galery%252Ffullbodyleft-picture%252FALMEIDA_THOMAS_L_10-17.png?itok=VBuqdFxS
ericka-almeida,Ericka Almeida,Women's Strawweight Division,7,2,0,66,115,68,3.33,40%,50,38,0,33%,0,44,15:00,14%,86%,0%,50%,41%,9%,72%,22%,6%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2020-03/ericka-almeida_532043_LeftFullBodyImage.png?VersionId=hVSSibP5p25TjOjsfrTBP.bcOJ3t77up&itok=ufTe6Nfq
lucas-almeida,Lucas Almeida,Featherweight Division,15,4,0,71,148,71,5.04,40%,0,54,0,0%,0.68,45,11:03,60%,33%,7%,90%,3%,7%,56%,19%,25%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-06/ALMEIDA_LUCAS_L_06-17.png?itok=CkpG2yeR
cesar-almeida,Cesar Almeida,Middleweight Division,7,1,0,73,185.5,74,2.32,59%,0,60,0.27,0%,0.27,48,11:18,71%,0%,29%,57%,17%,27%,49%,31%,20%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/8/ALMEIDA_CESAR_L_01-11.png?itok=JrbalH0R
jailton-almeida,Jailton Almeida,Heavyweight Division,22,3,0,75,235,79,0.89,66%,658,60,2.41,60%,0,42,6:50,36%,59%,5%,10%,4%,86%,92%,6%,3%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-01/7/ALMEIDA_JAILTON_L_01-18.png?itok=BP77bDIe
estefani-almeida,Estefani Almeida,Women's Flyweight Division,0,0,0,64,126,,6.07,37%,0,0,0,0%,0,42,15:00,0%,0%,0%,98%,2%,0%,47%,28%,26%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/fighter_images/Fighter_fullLength_Shadow-woman-blue.png?VersionId=SaZSiHq6Es28JDi9_jfSTmRNG4l_XkBS&itok=7F_h-P_i
sarah-alpar,Sarah Alpar,Women's Flyweight Division,9,6,0,64,126,63,6.06,44%,161,20,0.4,27%,0,38,12:25,22%,22%,56%,90%,10%,0%,50%,24%,26%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/71473/profile-galery/fullbodyleft-picture/ALPAR_SARAH_L_09-19.png?itok=EBIzmUA4
victor-altamirano,Victor Altamirano,Flyweight Division,12,5,0,68,126,70,3.82,53%,288,63,0,38%,0.16,53,13:23,17%,33%,50%,76%,11%,13%,46%,38%,16%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2024-02/ALTAMIRANO_VICTOR_L_02-24.png?itok=VVupgXfm
patricia-alujas,Patricia Alujas,Women's Strawweight Division,0,1,0,,,,9.25,32%,0,0,0,0%,0,45,9:05,0%,0%,0%,100%,0%,0%,77%,6%,17%,
sean-alvarez,Sean Alvarez,Heavyweight Division,4,3,0,72,229,,3.25,38%,0,0,0,0%,0,48,6:46,0%,0%,0%,83%,17%,0%,17%,0%,83%,
jaime-alvarez,Jaime Alvarez,Flyweight Division,7,1,0,68,125,69,4.53,40%,100,50,0,33%,0,57,15:00,57%,14%,29%,63%,0%,37%,59%,15%,27%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-03/b0abf801-526d-462e-9ba0-63f9c6067a01%252FJamie-Alvarez_635980_LeftFullBodyImage.png?itok=AStVBH5U
eddie-alvarez,Eddie Alvarez,Lightweight Division,29,6,0,69,155,69,4.39,41%,292,93,0.47,37%,0.47,56,9:53,58%,23%,19%,69%,18%,12%,67%,23%,10%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67873/profile-galery/fullbodyleft-picture/eddie-alvarez_498601_LeftFullBodyImage.png?itok=686qtxoD
warlley-alves,Warlley Alves,Middleweight Division,15,8,0,71,186,72,3.95,48%,122,63,0.85,50%,0.28,51,9:57,27%,47%,27%,78%,15%,7%,55%,23%,22%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/ALVES_WARLLEY_L_10-21.png?itok=SiixzRnr
amilcar-alves,Amilcar Alves,Welterweight Division,11,3,0,72,171,,2.02,47%,0,53,0,0%,0,30,14:06,0%,0%,0%,50%,21%,29%,57%,29%,14%,
rafael-alves,Rafael Alves,Lightweight Division,20,12,0,68,155,68,3.3,49%,29,44,1.46,25%,0.29,58,10:15,35%,40%,25%,92%,3%,5%,58%,23%,19%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2023-02/ALVES_RAFAEL_L_02-25.png?itok=ANbZor69
sam-alvey,Sam Alvey,Middleweight Division,33,18,1,74,186,75.5,3.63,45%,6,82,0.06,14%,0.45,53,9:38,58%,9%,33%,76%,20%,4%,67%,15%,17%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-08/ALVEY_SAM_L_08-06.png?itok=P6FCL-FK
adlan-amagov,Adlan Amagov,Welterweight Division,13,2,1,74,171,,0.82,48%,584,100,0,56%,1.3,79,6:21,62%,0%,38%,49%,20%,32%,46%,20%,34%,https://ufc.com/images/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67151/profile-galery/fullbodyleft-picture/Adlan-Amagov_242025_LeftFullBodyImage.png?VersionId=K9XOpIQD6YOiC_x6vRThCH756JI2QeXT&itok=CraxT5YN
alen-amedovski,Alen Amedovski,Middleweight Division,8,4,0,70,185.5,74,3.85,30%,0,0,0,0%,0,46,5:04,100%,0%,0%,85%,0%,15%,65%,10%,25%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2021-08/67201%252Fprofile-galery%252Ffullbodyleft-picture%252FAMEDOVSKI_ALEN_L_07-10.png?itok=HUJweFzW
hyder-amil,Hyder Amil,Featherweight Division,11,0,0,69,146,70,4,57%,78,81,1.18,22%,0.39,53,9:34,55%,9%,36%,80%,10%,10%,64%,25%,11%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2025-02/AMIL_HYDER_L_03-01.png?itok=j9iiGrXd
makwan-amirkhani,Makwan Amirkhani,Featherweight Division,17,9,0,70,146,72,2.98,44%,396,36,1.05,43%,0.12,46,9:12,6%,71%,24%,64%,2%,33%,86%,10%,4%,https://ufc.com/images/styles/athlete_bio_full_body/s3/2022-07/aeac1376-60de-48f9-983f-c13d3d58d52e%252FAMIRKHANI_MAKWAN_L_03-19.png?itok=_-T31qlz
